domain phylum class order family genus species tax_id tax_level 	CRR125950_0.5.bracken_frac CRR125950_0.90.bracken_frac CRR125950_0.95.bracken_frac CRR125950_0.99.bracken_frac CRR125950_0.bracken_frac CRR125950_1.bracken_frac 
Bacteria Proteobacteria Betaproteobacteria Burkholderiales Alcaligenaceae Taylorella Taylorella asinigenitalis 84590 	0 0 0 0 2 0 
Bacteria Tenericutes Mollicutes Entomoplasmatales Entomoplasmataceae Mesoplasma Mesoplasma chauliocola 216427 	0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Pectobacteriaceae Sodalis Sodalis praecaptivus 1239307 	0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio sp. 2521-89 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Bacteroidia Bacteroidales Prevotellaceae Prevotella Prevotella jejuni 1177574 	0 0 0 0 32 0 
Eukaryota Ascomycota Saccharomycetes Saccharomycetales Saccharomycetaceae Eremothecium Eremothecium gossypii 33169 	0 0 0 0 3 0 
Bacteria Planctomycetes Phycisphaerae Sedimentisphaerales Sedimentisphaeraceae Limihaloglobus Limihaloglobus sulfuriphilus 1851148 	0 0 0 0 1 0 
Bacteria Proteobacteria Betaproteobacteria Neisseriales Chromobacteriaceae Chromobacterium Chromobacterium sp. 257-1 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingopyxis Sphingopyxis alaskensis 117207 	0 0 0 0 3 0 
Bacteria Proteobacteria Gammaproteobacteria Legionellales Coxiellaceae Coxiella Candidatus Coxiella mudrowiae 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Bacteroidia Bacteroidales Rikenellaceae Mucinivorans Mucinivorans hirudinis 1433126 	0 0 0 0 2 0 
Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus alimentarius 1602 	0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Rhodobacterales Rhodobacteraceae Paracoccus Paracoccus liaowanqingii 2560053 	0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium Sphingobium sp. PAMC28499 	S 0.00000 0.00000 0.00000 0.00000 0.00023 0.00000 
Bacteria Actinobacteria Actinobacteria Nakamurellales Nakamurellaceae Nakamurella Nakamurella multipartita 53461 	0 0 0 0 1 0 
Bacteria Firmicutes Bacilli Bacillales Bacillaceae Oceanobacillus Oceanobacillus iheyensis 182710 	0 0 0 0 1 0 
Bacteria Nitrospirae Nitrospira Nitrospirales Nitrospiraceae Nitrospira Nitrospira japonica 1325564 	0 0 0 0 1 0 
Bacteria Cyanobacteria NA Oscillatoriales Gomontiellaceae Crinalium Crinalium epipsammum 241425 	0 0 0 0 4 0 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Bradyrhizobium Bradyrhizobium paxllaeri 190148 	0 0 0 0 2 0 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Weeksellaceae Chryseobacterium Chryseobacterium sp. T16E-39 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Bacilli Bacillales Bacillaceae Parageobacillus Parageobacillus genomosp. 1 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus sp. wkB8 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Actinobacteria Streptomycetales Streptomycetaceae Streptomyces Streptomyces platensis 58346 	0 0 0 0 1 0 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Polaribacter Polaribacter sp. Hel1_33_78 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Actinobacteria Micrococcales Microbacteriaceae Microbacterium Microbacterium sp. No. 	1714373 0 0 0 0 7 0 
Bacteria Firmicutes Clostridia Clostridiales Lachnospiraceae Herbinix Herbinix luporum 1679721 	0 0 0 0 1 0 
Bacteria Bacteroidetes Sphingobacteriia Sphingobacteriales Sphingobacteriaceae Pedobacter Pedobacter sp. G11 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Archaea Euryarchaeota Methanobacteria Methanobacteriales Methanobacteriaceae Methanobrevibacter Methanobrevibacter ruminantium 83816 	0 0 0 0 1 0 
Bacteria Cyanobacteria NA Chroococcales Aphanothecaceae Euhalothece Euhalothece natronophila 577489 	0 0 0 0 2 0 
Bacteria Tenericutes Mollicutes Mycoplasmatales Mycoplasmataceae Mycoplasma Mycoplasma phocicerebrale 142649 	0 0 0 0 1 0 
Bacteria Firmicutes Negativicutes Veillonellales Veillonellaceae Veillonella Veillonella dispar 39778 	0 0 0 0 7 0 
Bacteria Proteobacteria Alphaproteobacteria Rickettsiales NA NA Rickettsiales bacterium Ac37b 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium crocinum 2183896 	0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Bradyrhizobium Bradyrhizobium oligotrophicum 44255 	0 0 0 0 1 0 
Eukaryota Apicomplexa Aconoidasida Piroplasmida Babesiidae Babesia Babesia bovis 5865 	0 0 0 0 2 0 
Bacteria Proteobacteria Gammaproteobacteria Cellvibrionales Spongiibacteraceae Spongiibacter Spongiibacter sp. IMCC21906 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Weeksellaceae Chryseobacterium Chryseobacterium joostei 112234 	0 0 0 0 5 0 
Bacteria Fusobacteria Fusobacteriia Fusobacteriales Leptotrichiaceae Leptotrichia Leptotrichia shahii 157691 	0 0 0 0 6 0 
Eukaryota Apicomplexa Conoidasida Eucoccidiorida Cryptosporidiidae Cryptosporidium Cryptosporidium parvum 5807 	0 0 0 0 5 0 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Weeksellaceae Chryseobacterium Chryseobacterium sp. G0186 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Archaea Thaumarchaeota NA Nitrosopumilales Nitrosopumilaceae Nitrosopumilus Nitrosopumilus piranensis 1582439 	0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Pelagibacterales Pelagibacteraceae Candidatus Pelagibacter Candidatus Pelagibacter 	RS39 S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Proteobacteria Epsilonproteobacteria Campylobacterales Campylobacteraceae Campylobacter Campylobacter lari 201 	0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Phyllobacteriaceae Lentilitoribacter Lentilitoribacter sp. Alg239-R112 	S 0.00000 0.00000 0.00000 0.00000 0.00014 0.00000 
Bacteria Proteobacteria Epsilonproteobacteria Campylobacterales Campylobacteraceae Campylobacter Campylobacter showae 204 	0 0 0 0 10 0 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium Sphingobium cloacae 120107 	0 0 0 0 153 0 
Eukaryota Ascomycota Sordariomycetes Hypocreales Nectriaceae Fusarium Fusarium venenatum 56646 	0 0 0 0 10 0 
Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Pseudomonadaceae Pseudomonas Pseudomonas yamanorum 515393 	0 0 0 0 4 0 
Bacteria Proteobacteria Deltaproteobacteria Myxococcales Kofleriaceae Haliangium Haliangium ochraceum 80816 	0 0 0 0 2 0 
Bacteria Proteobacteria Betaproteobacteria Burkholderiales Burkholderiaceae Burkholderia Burkholderia pseudomallei 28450 	0 0 0 0 2 0 
Bacteria Firmicutes Clostridia Clostridiales Clostridiaceae Clostridium Clostridium pasteurianum 1501 	0 0 0 0 2 0 
Archaea Crenarchaeota Thermoprotei Sulfolobales Sulfolobaceae Acidianus Acidianus brierleyi 41673 	0 0 0 0 1 0 
Bacteria Cyanobacteria NA Nostocales Nostocaceae Nostoc Nostoc sp. NIES-4103 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Cyanobacteria NA Synechococcales Chamaesiphonaceae Chamaesiphon Chamaesiphon minutus 1173032 	0 0 0 0 2 0 
Bacteria Firmicutes Bacilli Bacillales Bacillaceae Peribacillus Peribacillus simplex 1478 	0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales Rhodospirillaceae Candidatus Endolissoclinum Candidatus Endolissoclinum 	1263979 0 0 0 0 1 0 
Bacteria Firmicutes Bacilli Lactobacillales Streptococcaceae Streptococcus Streptococcus mitis 28037 	0 0 0 0 4 0 
Bacteria Actinobacteria Actinobacteria Propionibacteriales Nocardioidaceae Nocardioides Nocardioides dokdonensis 450734 	0 0 0 0 8 0 
Bacteria Firmicutes Negativicutes Selenomonadales Selenomonadaceae Megamonas Megamonas hypermegale 158847 	0 0 0 0 1 0 
Bacteria Actinobacteria Actinobacteria Streptomycetales Streptomycetaceae Streptomyces Streptomyces katrae 68223 	0 0 0 0 2 0 
Bacteria Actinobacteria Actinobacteria Streptomycetales Streptomycetaceae Streptomyces Streptomyces sp. 2323.1 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Oceanospirillales Halomonadaceae Halomonas Halomonas meridiana 29570 	0 0 0 0 10 0 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium sp. Sr18 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Chromatiales Chromatiaceae Allochromatium Allochromatium vinosum 1049 	0 0 0 0 2 0 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales NA NA Candidatus Uzinura diaspidicola 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Negativicutes Veillonellales Veillonellaceae Veillonella Veillonella parvula 29466 	0 0 0 0 30 0 
Bacteria Proteobacteria Gammaproteobacteria Alteromonadales Shewanellaceae Shewanella Shewanella sediminis 271097 	0 0 0 0 1 0 
Bacteria Actinobacteria Actinobacteria Streptomycetales Streptomycetaceae Streptomyces Streptomyces sp. TLI_053 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Alteromonadales Alteromonadaceae Paraglaciecola Paraglaciecola sp. L3A3 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Spirochaetes Spirochaetia Spirochaetales Spirochaetaceae Sphaerochaeta Sphaerochaeta globosa 1131703 	0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Phyllobacteriaceae Mesorhizobium Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Actinobacteria Actinobacteria Corynebacteriales Corynebacteriaceae Corynebacterium Corynebacterium choanis 1862358 	0 0 0 0 4 0 
Bacteria Actinobacteria Actinobacteria Corynebacteriales Mycobacteriaceae Mycolicibacterium Mycolicibacterium fortuitum 1766 	0 0 0 0 1 0 
Bacteria Actinobacteria Actinobacteria Propionibacteriales Propionibacteriaceae Tessaracoccus Tessaracoccus flavescens 399497 	0 0 0 0 2 0 
Bacteria Proteobacteria Alphaproteobacteria Rickettsiales Anaplasmataceae Wolbachia Wolbachia endosymbiont of 	candida S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Bacteroidetes Bacteroidia Bacteroidales Prevotellaceae Prevotella Prevotella ruminicola 839 	0 0 0 0 6 0 
Archaea Euryarchaeota Thermococci Thermococcales Thermococcaceae Pyrococcus Pyrococcus kukulkanii 1609559 	0 0 0 0 1 0 
Bacteria Cyanobacteria NA Synechococcales Merismopediaceae Synechocystis Synechocystis sp. PCC 	1147 0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Pseudolabrys Pseudolabrys taiwanensis 331696 	0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio cholerae 666 	0 0 0 0 4 0 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Aurantimonadaceae Martelella Martelella mediterranea 293089 	0 0 0 0 7 0 
Bacteria Firmicutes Negativicutes Veillonellales Veillonellaceae Dialister Dialister pneumosintes 39950 	0 0 0 0 64 0 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Salegentibacter Salegentibacter salegens 143223 	0 0 0 0 1 0 
Bacteria Firmicutes Clostridia Clostridiales Peptostreptococcaceae Peptacetobacter Peptacetobacter hiranonis 89152 	0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas Sphingomonas sp. PAMC26645 	S 0.00000 0.00000 0.00000 0.00000 0.00007 0.00000 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Aureitalea Aureitalea sp. RR4-38 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Actinobacteria Micromonosporales Micromonosporaceae Micromonospora Micromonospora rifamycinica 291594 	0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Erythrobacteraceae Altererythrobacter Altererythrobacter dongtanensis 692370 	0 0 0 0 2 0 
Bacteria Bacteroidetes Cytophagia Cytophagales Cytophagaceae Rhodocytophaga Rhodocytophaga sp. 172606-1 	S 0.00000 0.00000 0.00000 0.00000 0.00012 0.00000 
Eukaryota Ascomycota Saccharomycetes Saccharomycetales Pichiaceae Pichia Pichia kudriavzevii 4909 	0 0 0 0 1 0 
Viruses NA NA NA Baculoviridae Alphabaculovirus Catopsilia pomona nucleopolyhedrovirus 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Bacilli Lactobacillales Streptococcaceae Streptococcus Streptococcus gordonii 1302 	0 0 0 0 20 0 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium anhuiense 459526 	0 0 0 0 3 0 
Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Photobacterium Photobacterium damselae 38293 	0 0 0 0 1 0 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Maribacter Maribacter sp. HTCC2170 	S 0.00000 0.00000 0.00000 0.00000 0.00007 0.00000 
Bacteria Tenericutes Mollicutes Entomoplasmatales Spiroplasmataceae Spiroplasma Spiroplasma sp. TIUS-1 	S 0.00000 0.00000 0.00000 0.00000 0.00009 0.00000 
Bacteria Firmicutes Clostridia Clostridiales Clostridiaceae Clostridium Clostridium scatologenes 1548 	0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Zymomonas Zymomonas mobilis 542 	0 0 0 0 2 0 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Robiginitalea Robiginitalea biformata 252307 	0 0 0 0 7 0 
Bacteria Firmicutes Bacilli Bacillales Paenibacillaceae Brevibacillus Brevibacillus laterosporus 1465 	0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Klebsiella Klebsiella aerogenes 548 	0 0 0 0 2 0 
Eukaryota Ascomycota Sordariomycetes Hypocreales Nectriaceae Fusarium Fusarium pseudograminearum 101028 	0 0 0 0 2 0 
Bacteria Bacteroidetes Bacteroidia Bacteroidales Prevotellaceae Prevotella Prevotella denticola 28129 	0 0 0 0 94 0 
Bacteria Firmicutes Bacilli Lactobacillales Streptococcaceae Streptococcus Streptococcus pneumoniae 1313 	0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Ancylobacter Ancylobacter sp. TS-1 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Fusobacteria Fusobacteriia Fusobacteriales Fusobacteriaceae Fusobacterium Fusobacterium hwasookii 1583098 	0 0 0 0 1 0 
Bacteria Proteobacteria Deltaproteobacteria Desulfobacterales Desulfobulbaceae Desulfotalea Desulfotalea psychrophila 84980 	0 0 0 0 1 0 
Bacteria Proteobacteria Betaproteobacteria Burkholderiales NA Methylibium Methylibium petroleiphilum 105560 	0 0 0 0 2 0 
Bacteria Planctomycetes NA NA NA NA Planctomycetes bacterium Enr10 	S 0.00000 0.00000 0.00000 0.00000 0.00045 0.00000 
Bacteria Bacteroidetes Cytophagia Cytophagales Bernardetiaceae Bernardetia Bernardetia litoralis 999 	0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Salmonella Salmonella enterica 28901 	0 0 0 0 843 0 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Enterobacter Enterobacter kobei 208224 	0 0 0 0 3 0 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Bradyrhizobium Bradyrhizobium erythrophlei 1437360 	0 0 0 0 2 0 
Bacteria Firmicutes Clostridia Clostridiales Clostridiaceae Alkaliphilus Alkaliphilus metalliredigens 208226 	0 0 0 0 2 0 
Bacteria Actinobacteria Nitriliruptoria Euzebyales Euzebyaceae Euzebya Euzebya sp. DY32-46 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Enterobacteriaceae Kosakonia Kosakonia cowanii 208223 	0 0 0 0 8 0 
Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio coralliilyticus 190893 	0 0 0 0 1 0 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium alkalisoli 2602769 	0 0 0 0 6 0 
Bacteria Proteobacteria Gammaproteobacteria Alteromonadales Alteromonadaceae Marinobacter Marinobacter psychrophilus 330734 	0 0 0 0 2 0 
Bacteria Verrucomicrobia Methylacidiphilae Methylacidiphilales Methylacidiphilaceae Methylacidiphilum Methylacidiphilum fumariolicum 591154 	0 0 0 0 1 0 
Bacteria Proteobacteria Betaproteobacteria Burkholderiales Oxalobacteraceae Undibacterium Undibacterium sp. YM2 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Actinobacteria Propionibacteriales Nocardioidaceae Aeromicrobium Aeromicrobium choanae 1736691 	0 0 0 0 12 0 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae Liberibacter Candidatus Liberibacter solanacearum 	S 0.00000 0.00000 0.00000 0.00000 0.00007 0.00000 
Bacteria Tenericutes Mollicutes Entomoplasmatales Spiroplasmataceae Spiroplasma Spiroplasma tabanidicola 324079 	0 0 0 0 1 0 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Blattabacteriaceae Blattabacterium Blattabacterium cuenoti 1653831 	0 0 0 0 3 0 
Bacteria Firmicutes Clostridia Clostridiales Clostridiaceae Clostridium Clostridium aceticum 84022 	0 0 0 0 1 0 
Bacteria Actinobacteria Actinobacteria Corynebacteriales Nocardiaceae Nocardia Nocardia otitidiscaviarum 1823 	0 0 0 0 1 0 
Bacteria Actinobacteria Actinobacteria Geodermatophilales Geodermatophilaceae Modestobacter Modestobacter marinus 477641 	0 0 0 0 1 0 
Bacteria Fusobacteria Fusobacteriia Fusobacteriales Fusobacteriaceae Fusobacterium Fusobacterium ulcerans 861 	0 0 0 0 2 0 
Bacteria Proteobacteria Gammaproteobacteria Alteromonadales Colwelliaceae Colwellia Colwellia psychrerythraea 28229 	0 0 0 0 1 0 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Weeksellaceae Chryseobacterium Chryseobacterium lactis 1241981 	0 0 0 0 6 0 
Bacteria Firmicutes Bacilli Bacillales NA Exiguobacterium Exiguobacterium sibiricum 332410 	0 0 0 0 1 0 
Eukaryota Apicomplexa Conoidasida Eucoccidiorida Sarcocystidae Besnoitia Besnoitia besnoiti 94643 	0 0 0 0 2 0 
Bacteria Proteobacteria Deltaproteobacteria Desulfobacterales Desulfobacteraceae Desulfobacula Desulfobacula toluolica 28223 	0 0 0 0 14 0 
Bacteria Proteobacteria Alphaproteobacteria Holosporales Candidatus Paracaedibacteraceae Candidatus Paracaedibacter Candidatus 	acanthamoebae S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Actinobacteria Corynebacteriales Corynebacteriaceae Corynebacterium Corynebacterium geronticis 2079234 	0 0 0 0 1 0 
Bacteria Bacteroidetes Bacteroidia Bacteroidales Porphyromonadaceae Porphyromonas Porphyromonas asaccharolytica 28123 	0 0 0 0 80 0 
Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales Acetobacteraceae NA Acetobacteraceae bacterium 1909293 	0 0 0 0 1 0 
Bacteria Firmicutes Bacilli Bacillales Bacillaceae Bacillus Bacillus albus 2026189 	0 0 0 0 1 0 
Bacteria Actinobacteria Actinobacteria Streptomycetales Streptomycetaceae Kitasatospora Kitasatospora setae 2066 	0 0 0 0 1 0 
Bacteria Spirochaetes Spirochaetia Spirochaetales Borreliaceae Borreliella Borrelia mayonii 1674146 	0 0 0 0 1 0 
Bacteria Actinobacteria Actinobacteria Pseudonocardiales Pseudonocardiaceae Lentzea Lentzea guizhouensis 1586287 	0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium Sphingobium yanoikuyae 13690 	0 0 0 0 3 0 
Bacteria Proteobacteria Gammaproteobacteria Alteromonadales Shewanellaceae Shewanella Shewanella baltica 62322 	0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales Acetobacteraceae Bombella Bombella sp. KACC 	2697033 0 0 0 0 3 0 
Archaea NA NA NA NA NA DPANN group archaeon 	2565781 0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Pseudomonadaceae Pseudomonas Pseudomonas stutzeri 316 	0 0 0 0 1 0 
Bacteria Actinobacteria Actinobacteria Corynebacteriales Nocardiaceae Nocardia Nocardia brasiliensis 37326 	0 0 0 0 1 0 
Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Pediococcus Pediococcus claussenii 187452 	0 0 0 0 1 0 
Bacteria Proteobacteria Epsilonproteobacteria Campylobacterales Campylobacteraceae Arcobacter Arcobacter ellisii 913109 	0 0 0 0 5 0 
Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Citromicrobium Citromicrobium sp. JL477 	S 0.00000 0.00000 0.00000 0.00000 0.00007 0.00000 
Viruses Artverviricota Revtraviricetes Ortervirales Metaviridae Metavirus Cladosporium fulvum T-1 	2052899 0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria NA NA NA endosymbiont of Euscepes 	650377 0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Moraxellaceae Acinetobacter Acinetobacter sp. C16S1 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Proteobacteria Deltaproteobacteria Syntrophobacterales Syntrophaceae Desulfomonile Desulfomonile tiedjei 2358 	0 0 0 0 1 0 
Bacteria Proteobacteria Epsilonproteobacteria Campylobacterales Campylobacteraceae Arcobacter Arcobacter mytili 603050 	0 0 0 0 1 0 
Bacteria Cyanobacteria NA Nostocales Nostocaceae Nostoc Nostoc sp. PCC 	317936 0 0 0 0 1 0 
Bacteria Firmicutes Bacilli Lactobacillales Streptococcaceae Streptococcus Streptococcus equinus 1335 	0 0 0 0 2 0 
Bacteria Spirochaetes Spirochaetia Spirochaetales Spirochaetaceae Treponema Treponema sp. OMZ 	120683 0 0 0 0 5 0 
Bacteria Actinobacteria Actinobacteria Streptomycetales Streptomycetaceae Streptomyces Streptomyces sp. 3214.6 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Bacteria Tenericutes Mollicutes Entomoplasmatales Entomoplasmataceae Entomoplasma Entomoplasma luminosum 214888 	0 0 0 0 33 0 
Bacteria Proteobacteria Betaproteobacteria Neisseriales Neisseriaceae Neisseria Neisseria animalis 492 	0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Yersiniaceae Serratia Serratia sp. FGI94 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Actinobacteria Actinobacteria Corynebacteriales Mycobacteriaceae Mycobacteroides [Mycobacterium] stephanolepidis 1520670 	0 0 0 0 1 0 
Bacteria Candidatus Saccharibacteria NA NA NA NA Candidatus Saccharibacteria 	YM_S32_TM7_50_20 S 0.00000 0.00000 0.00000 0.00000 0.00174 0.00000 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Methylocella Methylocella silvestris 199596 	0 0 0 0 1 0 
Bacteria Proteobacteria Deltaproteobacteria Desulfovibrionales Desulfovibrionaceae Desulfovibrio Desulfovibrio fairfieldensis 44742 	0 0 0 0 1 0 
Bacteria Actinobacteria Actinobacteria Propionibacteriales Propionibacteriaceae Acidipropionibacterium Acidipropionibacterium jensenii 1749 	0 0 0 0 2 0 
Eukaryota Basidiomycota Ustilaginomycetes Ustilaginales Ustilaginaceae Sporisorium Sporisorium graminicola 280036 	0 0 0 0 3 0 
Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Weeksellaceae Chryseobacterium Chryseobacterium glaciei 1685010 	0 0 0 0 1 0 
Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Pseudomonadaceae Pseudomonas Pseudomonas chlororaphis 587753 	0 0 0 0 1 0 
Bacteria Bacteroidetes Bacteroidia Bacteroidales NA Phocaeicola Phocaeicola dorei 357276 	0 0 0 0 5 0 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Bradyrhizobium Bradyrhizobium sp. CCGE-LA001 	S 0.00000 0.00000 0.00000 0.00000 0.00002 0.00000 
Bacteria Firmicutes Clostridia Clostridiales Peptococcaceae Desulfallas Desulfallas gibsoniae 102134 	0 0 0 0 1 0 
Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus ginsenosidimutans 1007676 	0 0 0 0 1 0 
Archaea Euryarchaeota Methanomicrobia Methanocellales Methanocellaceae Methanocella Methanocella paludicola 570267 	0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae Sinorhizobium Sinorhizobium fredii 380 	0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae Rhizobium Rhizobium leguminosarum 384 	0 0 0 0 1 0 
Bacteria Cyanobacteria NA Chroococcales Cyanobacteriaceae Cyanobacterium Cyanobacterium aponinum 379064 	0 0 0 0 1 0 
Bacteria Proteobacteria Epsilonproteobacteria Campylobacterales Campylobacteraceae Sulfurospirillum Sulfurospirillum sp. UCH001 	S 0.00000 0.00000 0.00000 0.00000 0.00005 0.00000 
Viruses NA NA NA NA NA Mollivirus sibericum 1678078 	0 0 0 0 1 0 
Bacteria Proteobacteria Alphaproteobacteria Rickettsiales Rickettsiaceae Orientia Orientia tsutsugamushi 784 	0 0 0 0 1 0 
Eukaryota Apicomplexa Aconoidasida Haemosporida Plasmodiidae Plasmodium Plasmodium coatneyi 208452 	0 0 0 0 6 0 
